Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
Special K Familiar,7501062,Cereales,2026-04-12,VidaMax,61.84,107
All Bran,7501063,Cereales,2027-11-02,NutriPlus,77.91,249
All Bran 500g,7501064,Cereales,2028-06-08,Post,24.44,14
All Bran 1kg,7501065,Cereales,2026-05-27,Marca Propia,9.48,389
All Bran Light,7501066,Cereales,2028-08-15,SuperMax,78.81,251
All Bran Premium,7501067,Cereales,2028-11-15,FreshCo,18.53,147
All Bran Familiar,7501068,Cereales,2025-08-14,Kelloggs,82.09,13
Granola con Frutos,7501069,Cereales,2026-01-02,Post,14.75,430
Granola con Frutos 500g,7501070,Cereales,2028-01-24,NutriPlus,109.44,18
Granola con Frutos 1kg,7501071,Cereales,2025-07-10,General Mills,18.79,439
Granola con Frutos Light,7501072,Cereales,2025-08-01,Nestle,64.59,122
Granola con Frutos Premium,7501073,Cereales,2026-05-08,Post,28.56,364
Granola con Frutos Familiar,7501074,Cereales,2025-07-21,NutriPlus,31.69,73
Cereal Arroz,7501075,Cereales,2025-02-21,PureFarm,92.31,397
Cereal Arroz 500g,7501076,Cereales,2028-03-07,AlimentaVida,87.09,51
Cereal Arroz 1kg,7501077,Cereales,2026-07-17,Generico,11.37,207
Cereal Arroz Light,7501078,Cereales,2027-02-20,EcoStar,78.8,45
Cereal Arroz Premium,7501079,Cereales,2028-12-22,Marca Propia,108.74,396
Cereal Arroz Familiar,7501080,Cereales,2026-01-03,Kelloggs,119.08,173
Cereal Trigo,7501081,Cereales,2025-09-15,EcoStar,104.72,195
Cereal Trigo 500g,7501082,Cereales,2026-10-05,Marca Propia,73.66,420
Cereal Trigo 1kg,7501083,Cereales,2025-01-13,General Mills,71.0,321
Cereal Trigo Light,7501084,Cereales,2025-06-01,NutriPlus,53.53,302
Cereal Trigo Premium,7501085,Cereales,2026-01-27,Nestle,18.47,142
Cereal Trigo Familiar,7501086,Cereales,2028-01-02,Nestle,36.57,278
Copos de Avena,7501087,Cereales,2026-01-17,General Mills,68.91,79
Copos de Avena 500g,7501088,Cereales,2027-04-06,Quaker,41.94,12
Copos de Avena 1kg,7501089,Cereales,2025-01-11,PureFarm,118.28,266
Copos de Avena Light,7501090,Cereales,2025-03-23,NutriPlus,76.51,67
Copos de Avena Premium,7501091,Cereales,2027-06-10,Kelloggs,57.55,55
Copos de Avena Familiar,7501092,Cereales,2028-07-27,Post,33.09,13
Producto Corrupto,7501093,Abarrotes,2026-01-01,Test,NOPRECIO,10
Fila Incompleta,7501094,Bebidas
Duplicado,7500001,Lacteos,2026-01-01,Marca,10.00,5
